index,Entity,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
5450,Sub-Saharan Africa,2008,0.166521,0.62637,0.12157,3.285361,0.535543,3.833955,1.301398
5451,Sub-Saharan Africa,2009,0.166957,0.626806,0.123057,3.286403,0.535287,3.831525,1.312108
5452,Sub-Saharan Africa,2010,0.16729,0.627148,0.124243,3.287644,0.534913,3.830087,1.316798
5453,Sub-Saharan Africa,2011,0.167558,0.627426,0.125424,3.28936,0.534495,3.82805,1.317089
5454,Sub-Saharan Africa,2012,0.16785,0.627736,0.126741,3.291722,0.534359,3.823853,1.31719
5455,Sub-Saharan Africa,2013,0.168161,0.628081,0.128143,3.294429,0.534085,3.817336,1.31674
5456,Sub-Saharan Africa,2014,0.168487,0.628458,0.129654,3.297397,0.534224,3.809073,1.315695
5457,Sub-Saharan Africa,2015,0.16882,0.628854,0.131156,3.300578,0.534563,3.799032,1.314148
5458,Sub-Saharan Africa,2016,0.169153,0.629259,0.132613,3.304061,0.534922,3.788201,1.312215
5459,Sub-Saharan Africa,2017,0.169483,0.629672,0.13409,3.30785,0.535481,3.776132,1.309799
5852,Tropical Latin America,1990,0.200498,1.092475,0.232292,5.579634,0.932738,3.516405,2.410733
5853,Tropical Latin America,1991,0.200866,1.093807,0.233012,5.573828,0.937168,3.511906,2.416815
5854,Tropical Latin America,1992,0.201211,1.095097,0.233865,5.573584,0.941166,3.513359,2.427242
5855,Tropical Latin America,1993,0.201512,1.096268,0.234739,5.577359,0.944336,3.519346,2.440961
5856,Tropical Latin America,1994,0.201754,1.097264,0.235779,5.583646,0.946535,3.527202,2.45696
5857,Tropical Latin America,1995,0.201921,1.098005,0.236572,5.590868,0.947662,3.53611,2.474222
5858,Tropical Latin America,1996,0.202023,1.098545,0.237651,5.641614,0.948168,3.594574,2.50539
5859,Tropical Latin America,1997,0.202096,1.099003,0.239471,5.755683,0.948742,3.723563,2.555202
5860,Tropical Latin America,1998,0.20215,1.099383,0.241373,5.897491,0.949231,3.875881,2.610862
5861,Tropical Latin America,1999,0.202194,1.099679,0.242976,6.031382,0.949953,4.005001,2.659426
5862,Tropical Latin America,2000,0.202238,1.0999,0.244263,6.121811,0.950425,4.066278,2.687961
5863,Tropical Latin America,2001,0.202301,1.100128,0.245085,6.184015,0.952274,4.074942,2.695607
5864,Tropical Latin America,2002,0.202387,1.100416,0.245888,6.250398,0.956014,4.078873,2.693334
5865,Tropical Latin America,2003,0.202487,1.100746,0.246603,6.311277,0.960249,4.077699,2.686148
5866,Tropical Latin America,2004,0.202592,1.101082,0.247551,6.356823,0.964289,4.071185,2.678965
5867,Tropical Latin America,2005,0.202692,1.101386,0.248613,6.377199,0.967219,4.059441,2.67673
5868,Tropical Latin America,2006,0.202891,1.101858,0.250215,6.381368,0.973226,3.99778,2.680199
5869,Tropical Latin America,2007,0.203241,1.102632,0.252949,6.384663,0.984603,3.869441,2.685715
5870,Tropical Latin America,2008,0.203655,1.103549,0.255996,6.386379,0.998126,3.713844,2.691742
5871,Tropical Latin America,2009,0.204035,1.104382,0.259087,6.385446,1.010318,3.570569,2.696587
5872,Tropical Latin America,2010,0.204286,1.104942,0.261598,6.380987,1.017812,3.481765,2.698627
5873,Tropical Latin America,2011,0.204443,1.105236,0.263742,6.367228,1.021723,3.435482,2.698248
5874,Tropical Latin America,2012,0.20461,1.105475,0.265994,6.340568,1.025484,3.39518,2.696908
5875,Tropical Latin America,2013,0.204782,1.105661,0.268089,6.302583,1.029663,3.360067,2.694604
5876,Tropical Latin America,2014,0.204954,1.105785,0.270093,6.254773,1.033965,3.330987,2.691313
5877,Tropical Latin America,2015,0.205124,1.105847,0.272107,6.198647,1.037883,3.309015,2.687042
5878,Tropical Latin America,2016,0.205289,1.10585,0.274052,6.135744,1.04177,3.294637,2.681842
5879,Tropical Latin America,2017,0.205442,1.10578,0.275815,6.067563,1.044754,3.287515,2.675569
6272,Wales,1990,0.246961,0.934072,0.409563,4.724888,1.313166,4.222233,1.199863
6273,Wales,1991,0.247287,0.935013,0.412417,4.728535,1.349868,4.228694,1.20473
6274,Wales,1992,0.247585,0.935941,0.416556,4.732132,1.385771,4.235766,1.214151
6275,Wales,1993,0.247835,0.936804,0.420587,4.735401,1.418488,4.240356,1.227244
6276,Wales,1994,0.248024,0.93755,0.42474,4.738113,1.447697,4.244111,1.243333
6277,Wales,1995,0.248155,0.938196,0.428487,4.740407,1.470004,4.24647,1.261737
6278,Wales,1996,0.248192,0.938633,0.433285,4.741018,1.492655,4.245148,1.288329
6279,Wales,1997,0.248162,0.938958,0.439184,4.740333,1.51607,4.23964,1.325699
6280,Wales,1998,0.248111,0.939235,0.445831,4.739079,1.539475,4.232548,1.36808
6281,Wales,1999,0.248077,0.939441,0.452423,4.737734,1.559278,4.224584,1.409836
6282,Wales,2000,0.248118,0.939679,0.457765,4.737446,1.575997,4.214587,1.445339
6283,Wales,2001,0.24839,0.939435,0.463624,4.739795,1.592996,4.199707,1.477338
6284,Wales,2002,0.248924,0.938575,0.470157,4.745525,1.616679,4.174793,1.510403
6285,Wales,2003,0.249566,0.937549,0.476988,4.752576,1.639149,4.147932,1.541963
6286,Wales,2004,0.250154,0.936771,0.482381,4.758931,1.653773,4.120989,1.569145
6287,Wales,2005,0.250523,0.93668,0.486747,4.762628,1.656305,4.101882,1.588979
6288,Wales,2006,0.250706,0.936957,0.487719,4.764624,1.64434,4.08457,1.603575
6289,Wales,2007,0.250892,0.937297,0.489763,4.768134,1.623885,4.066973,1.616499
6290,Wales,2008,0.251077,0.937631,0.491397,4.771868,1.602967,4.052144,1.62808
6291,Wales,2009,0.251227,0.937842,0.492582,4.774447,1.585441,4.041017,1.637943
6292,Wales,2010,0.251325,0.937905,0.493399,4.774795,1.578817,4.036267,1.645533
6293,Wales,2011,0.251378,0.937842,0.493484,4.773548,1.578331,4.035462,1.651917
6294,Wales,2012,0.251427,0.937945,0.494554,4.772981,1.577196,4.036277,1.657262
6295,Wales,2013,0.251469,0.938094,0.495666,4.772674,1.574874,4.038315,1.662273
6296,Wales,2014,0.251519,0.938353,0.496754,4.773071,1.571537,4.042568,1.666927
6297,Wales,2015,0.251561,0.938674,0.497448,4.7739,1.568814,4.047331,1.670958
6298,Wales,2016,0.251592,0.939038,0.498985,4.77515,1.566269,4.056699,1.674253
6299,Wales,2017,0.2516,0.939463,0.499407,4.776627,1.563404,4.069289,1.676438
6300,Western Europe,1990,0.257335,0.935518,0.495201,5.708253,1.040638,4.114104,1.340411
6301,Western Europe,1991,0.257925,0.936338,0.49911,5.732525,1.041509,4.089531,1.346856
6302,Western Europe,1992,0.258431,0.936996,0.503046,5.754188,1.043455,4.066709,1.352993
6303,Western Europe,1993,0.258852,0.937605,0.506919,5.770978,1.046185,4.046522,1.35826
6304,Western Europe,1994,0.259177,0.938213,0.510332,5.780949,1.05011,4.031301,1.362564
6305,Western Europe,1995,0.259383,0.938676,0.513446,5.782262,1.054345,4.021209,1.365798
6306,Western Europe,1996,0.25945,0.939119,0.516684,5.776634,1.062565,4.010924,1.369079
6307,Western Europe,1997,0.259423,0.939564,0.520709,5.768426,1.076499,3.995811,1.373168
6308,Western Europe,1998,0.25936,0.940005,0.524996,5.758959,1.092831,3.978273,1.377275
6309,Western Europe,1999,0.259323,0.940443,0.52923,5.749906,1.108713,3.963396,1.380864
6310,Western Europe,2000,0.259377,0.940846,0.533074,5.743289,1.120628,3.954296,1.383446
6311,Western Europe,2001,0.25955,0.940996,0.536735,5.7329,1.131687,3.946538,1.381589
6312,Western Europe,2002,0.259799,0.940795,0.540921,5.715739,1.145739,3.936399,1.375221
6313,Western Europe,2003,0.260072,0.940515,0.544966,5.697086,1.160166,3.924326,1.36754
6314,Western Europe,2004,0.260303,0.940395,0.548814,5.682114,1.172541,3.913169,1.361735
6315,Western Europe,2005,0.26044,0.940611,0.552326,5.676314,1.180062,3.904091,1.361468
6316,Western Europe,2006,0.26047,0.941163,0.555458,5.68174,1.182929,3.90263,1.370816
6317,Western Europe,2007,0.260435,0.941749,0.559095,5.694132,1.182918,3.911034,1.38803
6318,Western Europe,2008,0.260376,0.942345,0.562895,5.708416,1.181689,3.923038,1.407298
6319,Western Europe,2009,0.260322,0.942882,0.565988,5.719652,1.179014,3.932827,1.422725
6320,Western Europe,2010,0.260304,0.943295,0.568433,5.72299,1.176196,3.936471,1.428934
6321,Western Europe,2011,0.260317,0.943594,0.570083,5.720597,1.173328,3.935022,1.427224
6322,Western Europe,2012,0.260337,0.943659,0.57145,5.718654,1.168979,3.933954,1.423862
6323,Western Europe,2013,0.260377,0.943633,0.572816,5.716689,1.163853,3.932569,1.418129
6324,Western Europe,2014,0.26045,0.943512,0.574132,5.714403,1.158034,3.931436,1.409572
6325,Western Europe,2015,0.260566,0.943262,0.57521,5.71185,1.151362,3.929767,1.39793
6326,Western Europe,2016,0.260731,0.942492,0.575355,5.708916,1.14349,3.926697,1.384357
6327,Western Europe,2017,0.26096,0.94247,0.575873,5.705456,1.134884,3.924404,1.363893
6328,Western Sub-Saharan Africa,1990,0.170162,0.632045,0.120713,2.874557,0.438111,3.688272,0.95028
6329,Western Sub-Saharan Africa,1991,0.16998,0.632023,0.119234,2.872962,0.442809,3.678312,0.943597
6330,Western Sub-Saharan Africa,1992,0.169807,0.632006,0.117842,2.871496,0.4469,3.672422,0.937657
6331,Western Sub-Saharan Africa,1993,0.169654,0.631988,0.11672,2.870202,0.450138,3.66846,0.932877
6332,Western Sub-Saharan Africa,1994,0.169527,0.631967,0.115894,2.869117,0.453232,3.666975,0.929705
6333,Western Sub-Saharan Africa,1995,0.169435,0.631943,0.115539,2.868289,0.455222,3.66699,0.928563
6334,Western Sub-Saharan Africa,1996,0.169335,0.631934,0.115262,2.867306,0.456492,3.67709,0.92903
6335,Western Sub-Saharan Africa,1997,0.169201,0.631949,0.115028,2.865951,0.457604,3.700782,0.930132
6336,Western Sub-Saharan Africa,1998,0.169074,0.631983,0.114925,2.864564,0.458732,3.729319,0.931488
6337,Western Sub-Saharan Africa,1999,0.168986,0.632024,0.114875,2.863475,0.459864,3.754058,0.932706
6338,Western Sub-Saharan Africa,2000,0.168978,0.632071,0.114892,2.863058,0.460731,3.765528,0.933394
6339,Western Sub-Saharan Africa,2001,0.169139,0.632166,0.115556,2.863199,0.461976,3.766076,0.933354
6340,Western Sub-Saharan Africa,2002,0.16948,0.632335,0.116748,2.86362,0.463909,3.762139,0.932867
6341,Western Sub-Saharan Africa,2003,0.169919,0.63255,0.118203,2.864367,0.465105,3.756588,0.932283
6342,Western Sub-Saharan Africa,2004,0.170369,0.632771,0.120043,2.865447,0.466658,3.752684,0.931926
6343,Western Sub-Saharan Africa,2005,0.17075,0.632965,0.121765,2.866904,0.467428,3.753558,0.932122
6344,Western Sub-Saharan Africa,2006,0.171139,0.633189,0.12366,2.870115,0.46847,3.76257,0.935531
6345,Western Sub-Saharan Africa,2007,0.171627,0.633518,0.125577,2.875697,0.469623,3.779727,0.942865
6346,Western Sub-Saharan Africa,2008,0.172148,0.633915,0.127832,2.882248,0.47093,3.798017,0.951593
6347,Western Sub-Saharan Africa,2009,0.172626,0.634322,0.129921,2.888281,0.472327,3.814276,0.959189
6348,Western Sub-Saharan Africa,2010,0.172978,0.634663,0.131519,2.892234,0.473447,3.823527,0.963109
6349,Western Sub-Saharan Africa,2011,0.173259,0.634971,0.133096,2.894652,0.47482,3.823984,0.964354
6350,Western Sub-Saharan Africa,2012,0.173572,0.635332,0.13477,2.897159,0.476464,3.818607,0.965512
6351,Western Sub-Saharan Africa,2013,0.173905,0.635737,0.136469,2.899641,0.477964,3.80578,0.966526
6352,Western Sub-Saharan Africa,2014,0.174254,0.636185,0.138116,2.902038,0.480415,3.78775,0.967383
6353,Western Sub-Saharan Africa,2015,0.174616,0.636682,0.139784,2.904311,0.482921,3.76285,0.968057
6354,Western Sub-Saharan Africa,2016,0.17498,0.637211,0.141193,2.90635,0.485547,3.733871,0.968472
6355,Western Sub-Saharan Africa,2017,0.17534,0.637776,0.142431,2.908183,0.488562,3.699654,0.968598
6356,World,1990,0.253503,0.585743,0.177865,3.774653,0.90085,3.541656,1.438494
6357,World,1991,0.253542,0.58599,0.178034,3.77276,0.900952,3.545953,1.444019
6358,World,1992,0.25358,0.586309,0.178218,3.771018,0.901787,3.54909,1.449593
6359,World,1993,0.253643,0.586637,0.178419,3.76986,0.903045,3.550657,1.454155
6360,World,1994,0.2537,0.58693,0.178688,3.769128,0.904346,3.550852,1.457587
6361,World,1995,0.253706,0.587206,0.178983,3.7686,0.905352,3.548757,1.459594
6362,World,1996,0.253686,0.58744,0.179485,3.774325,0.907855,3.545771,1.464267
6363,World,1997,0.25368,0.587637,0.180134,3.78865,0.912141,3.542639,1.473627
6364,World,1998,0.253694,0.587752,0.180911,3.805902,0.916817,3.539295,1.484032
6365,World,1999,0.253714,0.587791,0.181829,3.820742,0.920007,3.536604,1.492134
6366,World,2000,0.253714,0.587828,0.182665,3.827818,0.920009,3.533869,1.494452
6367,World,2001,0.253727,0.587877,0.183632,3.826978,0.917895,3.532534,1.490313
6368,World,2002,0.253782,0.58799,0.184887,3.822782,0.915672,3.532172,1.482697
6369,World,2003,0.253864,0.588218,0.186265,3.817055,0.91355,3.532221,1.473949
6370,World,2004,0.253943,0.588534,0.187741,3.811635,0.911474,3.532197,1.466238
6371,World,2005,0.25396,0.588873,0.189126,3.808009,0.909666,3.530434,1.461434
6372,World,2006,0.254033,0.589322,0.190702,3.805492,0.908198,3.520343,1.458861
6373,World,2007,0.254239,0.589987,0.192643,3.802539,0.907976,3.499569,1.455841
6374,World,2008,0.254486,0.59077,0.1948,3.799581,0.90868,3.47521,1.452283
6375,World,2009,0.254696,0.591622,0.196916,3.796921,0.910655,3.454304,1.448085
6376,World,2010,0.254797,0.592331,0.198731,3.794097,0.911891,3.444114,1.443476
6377,World,2011,0.254794,0.59301,0.200379,3.791093,0.91385,3.442548,1.438439
6378,World,2012,0.254757,0.593757,0.202116,3.787528,0.916861,3.441271,1.432944
6379,World,2013,0.254687,0.594552,0.203977,3.783535,0.920595,3.440182,1.426957
6380,World,2014,0.254594,0.595386,0.205833,3.779191,0.924949,3.439698,1.420393
6381,World,2015,0.254459,0.596222,0.207672,3.774285,0.929892,3.439238,1.413051
6382,World,2016,0.254282,0.59714,0.209525,3.769698,0.935503,3.439675,1.405176
6383,World,2017,0.254055,0.598083,0.211304,3.764811,0.941628,3.441087,1.396497
