index,Entity,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
1749,Eastern Sub-Saharan Africa,2003,0.157823,0.618718,0.09791,3.590943,0.49562,3.943865,1.543762
1750,Eastern Sub-Saharan Africa,2004,0.158203,0.619092,0.098715,3.591734,0.494259,3.937481,1.543151
1751,Eastern Sub-Saharan Africa,2005,0.15852,0.619414,0.099572,3.593114,0.49367,3.930123,1.543347
1752,Eastern Sub-Saharan Africa,2006,0.158861,0.619768,0.100451,3.594947,0.494128,3.917613,1.550365
1753,Eastern Sub-Saharan Africa,2007,0.159318,0.620231,0.101475,3.597017,0.495132,3.898707,1.566098
1754,Eastern Sub-Saharan Africa,2008,0.159826,0.620743,0.102711,3.59944,0.496196,3.877632,1.584677
1755,Eastern Sub-Saharan Africa,2009,0.160315,0.621228,0.104055,3.60216,0.497465,3.859252,1.600459
1756,Eastern Sub-Saharan Africa,2010,0.16072,0.621603,0.105322,3.605134,0.498621,3.847482,1.607956
1757,Eastern Sub-Saharan Africa,2011,0.161072,0.621906,0.10658,3.608638,0.499803,3.841162,1.6092
1758,Eastern Sub-Saharan Africa,2012,0.161445,0.622227,0.107972,3.612962,0.501139,3.835355,1.610288
1759,Eastern Sub-Saharan Africa,2013,0.161832,0.622568,0.1094,3.618185,0.50266,3.830613,1.611266
1760,Eastern Sub-Saharan Africa,2014,0.162234,0.622929,0.110943,3.624199,0.504315,3.827285,1.611974
1761,Eastern Sub-Saharan Africa,2015,0.162643,0.62329,0.112506,3.630865,0.506294,3.824851,1.612461
1762,Eastern Sub-Saharan Africa,2016,0.163052,0.623641,0.114202,3.63808,0.508325,3.824076,1.612753
1763,Eastern Sub-Saharan Africa,2017,0.163459,0.623965,0.116033,3.645706,0.510433,3.824305,1.612554
1848,England,1990,0.252077,1.103008,0.459466,4.454743,1.490712,4.266911,1.381953
1849,England,1991,0.252174,1.103326,0.462236,4.463198,1.516393,4.257338,1.407681
1850,England,1992,0.252294,1.103739,0.46555,4.471381,1.541257,4.248903,1.431018
1851,England,1993,0.252424,1.10421,0.469321,4.478619,1.564076,4.242278,1.45146
1852,England,1994,0.252559,1.10472,0.473476,4.484367,1.583888,4.237488,1.468579
1853,England,1995,0.252691,1.105248,0.477755,4.488079,1.599777,4.23489,1.481946
1854,England,1996,0.252838,1.105837,0.483176,4.491101,1.616822,4.235023,1.491971
1855,England,1997,0.253054,1.106687,0.490214,4.495465,1.639077,4.237037,1.500681
1856,England,1998,0.253294,1.107621,0.497725,4.499761,1.662373,4.239057,1.509602
1857,England,1999,0.253514,1.108452,0.504728,4.502644,1.682593,4.239828,1.520326
1858,England,2000,0.253666,1.108987,0.509862,4.502715,1.695361,4.23728,1.534372
1859,England,2001,0.253872,1.108573,0.513942,4.500332,1.705342,4.218074,1.553516
1860,England,2002,0.254259,1.10732,0.518173,4.498075,1.718335,4.179668,1.577346
1861,England,2003,0.254709,1.105819,0.522349,4.496326,1.73201,4.134578,1.604115
1862,England,2004,0.255098,1.104664,0.526185,4.495486,1.744013,4.0952,1.631907
1863,England,2005,0.25529,1.104409,0.52928,4.495794,1.751422,4.074269,1.658603
1864,England,2006,0.255071,1.104751,0.533002,4.5001,1.758019,4.074403,1.688673
1865,England,2007,0.25454,1.105194,0.538065,4.509582,1.766842,4.08604,1.724111
1866,England,2008,0.253955,1.105599,0.543296,4.52056,1.774574,4.102613,1.759089
1867,England,2009,0.25357,1.105881,0.547649,4.529527,1.777551,4.117535,1.787437
1868,England,2010,0.253641,1.105951,0.549975,4.532891,1.771694,4.123709,1.80294
1869,England,2011,0.254217,1.105838,0.550783,4.532083,1.759919,4.123528,1.808946
1870,England,2012,0.255208,1.105831,0.551681,4.531625,1.747302,4.123872,1.812881
1871,England,2013,0.256603,1.1059,0.552388,4.53152,1.73305,4.124245,1.814613
1872,England,2014,0.258395,1.106061,0.552973,4.531862,1.717792,4.124221,1.813804
1873,England,2015,0.26057,1.106305,0.553326,4.532585,1.700611,4.123838,1.810039
1874,England,2016,0.263113,1.106625,0.553328,4.533655,1.681723,4.122186,1.802944
1875,England,2017,0.266007,1.107006,0.552932,4.53493,1.660924,4.119392,1.79212
2464,High SDI,1990,0.286511,0.758063,0.425878,5.257943,1.373228,3.891438,1.557669
2465,High SDI,1991,0.286396,0.758071,0.429845,5.262282,1.368516,3.879263,1.554681
2466,High SDI,1992,0.286352,0.758082,0.433759,5.26709,1.369511,3.86945,1.551486
2467,High SDI,1993,0.28639,0.758036,0.437558,5.271368,1.375248,3.86191,1.548341
2468,High SDI,1994,0.28653,0.757898,0.441042,5.275131,1.384936,3.85708,1.545733
2469,High SDI,1995,0.286766,0.757618,0.444127,5.277657,1.397123,3.854357,1.543771
2470,High SDI,1996,0.287134,0.757286,0.447283,5.288333,1.422121,3.853839,1.543013
2471,High SDI,1997,0.287652,0.756906,0.451045,5.311223,1.463151,3.854113,1.544051
2472,High SDI,1998,0.288259,0.756521,0.455025,5.338165,1.510509,3.854994,1.546226
2473,High SDI,1999,0.288897,0.756154,0.458777,5.360972,1.554186,3.857537,1.549088
2474,High SDI,2000,0.289498,0.755808,0.46203,5.37073,1.583001,3.860448,1.552089
2475,High SDI,2001,0.290014,0.755435,0.465041,5.368276,1.600974,3.861997,1.55458
2476,High SDI,2002,0.290468,0.754974,0.46849,5.36184,1.617612,3.861365,1.556534
2477,High SDI,2003,0.290888,0.754489,0.471994,5.354266,1.633138,3.859413,1.558301
2478,High SDI,2004,0.291288,0.754067,0.475164,5.348462,1.646793,3.858155,1.560227
2479,High SDI,2005,0.291683,0.753727,0.477756,5.346779,1.657595,3.85835,1.562854
2480,High SDI,2006,0.292124,0.753446,0.480071,5.345244,1.663364,3.861072,1.566348
2481,High SDI,2007,0.292595,0.75316,0.482628,5.339133,1.663793,3.865047,1.570007
2482,High SDI,2008,0.293066,0.752874,0.485304,5.331107,1.662779,3.869703,1.573604
2483,High SDI,2009,0.293516,0.752529,0.487599,5.324056,1.663824,3.873861,1.576814
2484,High SDI,2010,0.293916,0.752105,0.489345,5.320233,1.670229,3.877417,1.579348
2485,High SDI,2011,0.294248,0.751645,0.490507,5.318973,1.68303,3.881325,1.581327
2486,High SDI,2012,0.294479,0.751229,0.49142,5.317796,1.700211,3.887342,1.583437
2487,High SDI,2013,0.29462,0.750842,0.492185,5.316654,1.721909,3.894991,1.585374
2488,High SDI,2014,0.294682,0.750466,0.492832,5.315763,1.747722,3.904748,1.586836
2489,High SDI,2015,0.294665,0.750087,0.493145,5.314827,1.776537,3.915474,1.58747
2490,High SDI,2016,0.29456,0.749726,0.492943,5.314383,1.807539,3.927396,1.587746
2491,High SDI,2017,0.294427,0.749471,0.492632,5.313508,1.842886,3.942007,1.58634
2492,High-income,1990,0.285858,0.7908,0.456168,5.579337,1.41063,4.055427,1.540008
2493,High-income,1991,0.285601,0.791111,0.460642,5.585111,1.404765,4.042718,1.539089
2494,High-income,1992,0.285413,0.791463,0.465067,5.591325,1.405191,4.032753,1.538303
2495,High-income,1993,0.285305,0.791798,0.469447,5.597038,1.410808,4.025445,1.53768
2496,High-income,1994,0.2853,0.792078,0.473492,5.602135,1.420799,4.021191,1.537385
2497,High-income,1995,0.285389,0.792222,0.477101,5.605756,1.43361,4.019204,1.537252
2498,High-income,1996,0.285621,0.792321,0.480839,5.617773,1.459905,4.019607,1.538349
2499,High-income,1997,0.286006,0.792431,0.485223,5.64274,1.50329,4.021194,1.541931
2500,High-income,1998,0.286471,0.792563,0.489849,5.671994,1.553536,4.023432,1.546915
2501,High-income,1999,0.286953,0.792716,0.494222,5.696888,1.600127,4.02761,1.552436
2502,High-income,2000,0.287379,0.792883,0.497926,5.708258,1.631089,4.032005,1.557661
2503,High-income,2001,0.287694,0.792972,0.501241,5.707283,1.650607,4.035126,1.561913
2504,High-income,2002,0.287913,0.792975,0.505016,5.70303,1.668844,4.036331,1.565454
2505,High-income,2003,0.288075,0.792965,0.508743,5.698045,1.685985,4.036288,1.568622
2506,High-income,2004,0.288207,0.793008,0.512171,5.69488,1.701052,4.036746,1.571771
2507,High-income,2005,0.28833,0.793166,0.515005,5.695624,1.712873,4.038269,1.575509
2508,High-income,2006,0.288491,0.793383,0.517555,5.695749,1.719141,4.041481,1.577573
2509,High-income,2007,0.288666,0.793583,0.520432,5.690852,1.719308,4.045763,1.576267
2510,High-income,2008,0.288835,0.793741,0.523398,5.683684,1.717749,4.050204,1.573433
2511,High-income,2009,0.288982,0.793778,0.525964,5.677416,1.718093,4.054091,1.570996
2512,High-income,2010,0.289089,0.793693,0.527763,5.674916,1.723956,4.057525,1.571166
2513,High-income,2011,0.289135,0.79349,0.528836,5.675161,1.736268,4.061211,1.573049
2514,High-income,2012,0.289082,0.793268,0.529562,5.675471,1.752974,4.066655,1.574767
2515,High-income,2013,0.28895,0.793,0.529955,5.675777,1.774144,4.073469,1.57614
2516,High-income,2014,0.288753,0.792687,0.530185,5.676245,1.799425,4.082268,1.576978
2517,High-income,2015,0.288489,0.79236,0.529983,5.676707,1.827808,4.092054,1.577082
2518,High-income,2016,0.288161,0.791974,0.529162,5.677262,1.858439,4.102747,1.576936
2519,High-income,2017,0.28782,0.791747,0.528244,5.677996,1.893491,4.116486,1.575279
2520,High-income Asia Pacific,1990,0.279712,0.650052,0.369153,3.592068,0.846949,3.007552,0.959272
2521,High-income Asia Pacific,1991,0.279583,0.650441,0.376123,3.595673,0.846746,3.008488,0.969009
2522,High-income Asia Pacific,1992,0.279564,0.650945,0.382547,3.599116,0.846943,3.008507,0.975755
2523,High-income Asia Pacific,1993,0.27959,0.651449,0.388739,3.602247,0.847451,3.008748,0.980822
2524,High-income Asia Pacific,1994,0.279656,0.651876,0.39433,3.605014,0.848182,3.007465,0.984671
2525,High-income Asia Pacific,1995,0.279749,0.65218,0.399323,3.60724,0.848908,3.00599,0.987045
2526,High-income Asia Pacific,1996,0.279909,0.65244,0.40371,3.607138,0.850217,2.999152,0.987934
2527,High-income Asia Pacific,1997,0.280195,0.652777,0.408407,3.604069,0.850519,2.984171,0.987678
2528,High-income Asia Pacific,1998,0.280527,0.653142,0.412689,3.600317,0.851206,2.967327,0.987561
2529,High-income Asia Pacific,1999,0.280839,0.653479,0.416372,3.597823,0.852179,2.954511,0.988591
2530,High-income Asia Pacific,2000,0.281063,0.653728,0.419246,3.598071,0.853077,2.951622,0.991143
2531,High-income Asia Pacific,2001,0.281133,0.653795,0.42127,3.595649,0.853489,2.958302,0.997316
2532,High-income Asia Pacific,2002,0.281111,0.653744,0.423049,3.586753,0.854282,2.969221,1.006044
2533,High-income Asia Pacific,2003,0.281051,0.653595,0.424697,3.575651,0.855319,2.981618,1.015844
2534,High-income Asia Pacific,2004,0.281036,0.653457,0.42607,3.566702,0.856366,2.99377,1.023967
2535,High-income Asia Pacific,2005,0.281135,0.653389,0.42783,3.564174,0.857791,3.00442,1.028395
2536,High-income Asia Pacific,2006,0.282165,0.653486,0.430163,3.57196,0.861228,3.015222,1.028259
2537,High-income Asia Pacific,2007,0.284362,0.653724,0.432852,3.587248,0.866552,3.029113,1.024415
2538,High-income Asia Pacific,2008,0.286935,0.65393,0.435821,3.605179,0.873369,3.044433,1.02003
2539,High-income Asia Pacific,2009,0.289117,0.654049,0.438693,3.620905,0.880153,3.060964,1.016881
2540,High-income Asia Pacific,2010,0.290148,0.653976,0.440753,3.629393,0.885198,3.07747,1.017191
2541,High-income Asia Pacific,2011,0.290207,0.653703,0.442326,3.632128,0.889186,3.095441,1.020412
2542,High-income Asia Pacific,2012,0.290011,0.653415,0.443441,3.634204,0.89342,3.117786,1.024512
2543,High-income Asia Pacific,2013,0.289543,0.653074,0.444694,3.635871,0.897774,3.142207,1.029643
2544,High-income Asia Pacific,2014,0.288799,0.652729,0.445427,3.637065,0.90253,3.170913,1.034954
2545,High-income Asia Pacific,2015,0.287779,0.652422,0.446327,3.637654,0.907558,3.201251,1.040364
2546,High-income Asia Pacific,2016,0.286475,0.652166,0.446584,3.637644,0.912167,3.235259,1.045482
2547,High-income Asia Pacific,2017,0.284882,0.651939,0.446689,3.636742,0.916817,3.27099,1.050259
2548,High-middle SDI,1990,0.255661,0.55969,0.156116,3.592738,0.967014,3.650088,2.020416
2549,High-middle SDI,1991,0.256315,0.560306,0.156386,3.598753,0.973547,3.653832,2.028514
2550,High-middle SDI,1992,0.257051,0.560644,0.156745,3.600864,0.978985,3.654812,2.038612
2551,High-middle SDI,1993,0.257788,0.561072,0.157277,3.605857,0.984381,3.655163,2.046304
2552,High-middle SDI,1994,0.258498,0.56152,0.157929,3.614015,0.989882,3.654789,2.048785
2553,High-middle SDI,1995,0.259155,0.561851,0.158607,3.623134,0.995166,3.652074,2.046297
2554,High-middle SDI,1996,0.259735,0.562068,0.159593,3.643945,0.999946,3.649524,2.04686
2555,High-middle SDI,1997,0.260225,0.562324,0.160793,3.680567,1.004289,3.648676,2.055691
2556,High-middle SDI,1998,0.260713,0.562528,0.162161,3.723543,1.00814,3.648126,2.066196
2557,High-middle SDI,1999,0.261227,0.562629,0.163713,3.762716,1.011687,3.647691,2.071221
2558,High-middle SDI,2000,0.261754,0.562695,0.165447,3.787585,1.014429,3.645307,2.065237
2559,High-middle SDI,2001,0.26238,0.56271,0.167364,3.797399,1.017922,3.643352,2.045852
2560,High-middle SDI,2002,0.263088,0.56289,0.169781,3.800091,1.022409,3.642956,2.018559
2561,High-middle SDI,2003,0.263823,0.563356,0.172375,3.799614,1.027464,3.643404,1.988732
2562,High-middle SDI,2004,0.264548,0.563885,0.175263,3.798089,1.03237,3.643229,1.961606
2563,High-middle SDI,2005,0.265176,0.564303,0.178172,3.798054,1.0365,3.64041,1.942521
2564,High-middle SDI,2006,0.265938,0.564904,0.181537,3.802386,1.041698,3.634548,1.937393
2565,High-middle SDI,2007,0.266953,0.566108,0.185653,3.810106,1.051977,3.626371,1.943095
2566,High-middle SDI,2008,0.268071,0.567642,0.190237,3.819224,1.064434,3.617555,1.952619
2567,High-middle SDI,2009,0.269086,0.569385,0.194808,3.827242,1.079184,3.609197,1.957931
2568,High-middle SDI,2010,0.269933,0.57061,0.198685,3.830467,1.086851,3.6031,1.954365
2569,High-middle SDI,2011,0.270607,0.571809,0.202329,3.829895,1.093257,3.59877,1.942049
2570,High-middle SDI,2012,0.271294,0.573286,0.206115,3.827849,1.10066,3.594609,1.92712
2571,High-middle SDI,2013,0.272003,0.574908,0.210081,3.824069,1.108443,3.590377,1.909803
2572,High-middle SDI,2014,0.27276,0.57643,0.213902,3.817487,1.11616,3.585556,1.889729
2573,High-middle SDI,2015,0.273527,0.577872,0.217754,3.808405,1.124029,3.580021,1.8659
2574,High-middle SDI,2016,0.274292,0.579325,0.221585,3.797694,1.132191,3.574269,1.838081
2575,High-middle SDI,2017,0.275017,0.580783,0.225377,3.785157,1.140474,3.568498,1.80594
3108,Latin America and Caribbean,1990,0.199823,0.92534,0.248372,4.248789,0.817094,3.055317,2.007272
3109,Latin America and Caribbean,1991,0.200116,0.925958,0.248898,4.245762,0.819511,3.059254,2.003447
3110,Latin America and Caribbean,1992,0.200387,0.926579,0.249496,4.244894,0.821957,3.064915,2.002382
3111,Latin America and Caribbean,1993,0.200625,0.927171,0.250178,4.245486,0.823916,3.071705,2.003832
3112,Latin America and Caribbean,1994,0.200822,0.927711,0.250955,4.247023,0.825536,3.078372,2.007531
3113,Latin America and Caribbean,1995,0.200967,0.928172,0.251691,4.249037,0.826622,3.08455,2.013307
3114,Latin America and Caribbean,1996,0.201043,0.928481,0.252564,4.270179,0.827269,3.109976,2.026731
3115,Latin America and Caribbean,1997,0.201062,0.928631,0.253715,4.319169,0.827523,3.163825,2.049189
3116,Latin America and Caribbean,1998,0.201055,0.928676,0.255023,4.380536,0.827779,3.226835,2.074454
3117,Latin America and Caribbean,1999,0.201052,0.92869,0.256219,4.438888,0.828243,3.280109,2.09623
3118,Latin America and Caribbean,2000,0.201091,0.928753,0.257219,4.478862,0.828834,3.3051,2.108278
3119,Latin America and Caribbean,2001,0.201189,0.928878,0.258151,4.508539,0.830947,3.30867,2.109106
3120,Latin America and Caribbean,2002,0.20133,0.929043,0.259254,4.542495,0.834896,3.310183,2.103779
3121,Latin America and Caribbean,2003,0.201499,0.929225,0.260444,4.574754,0.839412,3.309623,2.095827
3122,Latin America and Caribbean,2004,0.201677,0.929387,0.261679,4.599191,0.843651,3.306416,2.0887
3123,Latin America and Caribbean,2005,0.201841,0.929472,0.262919,4.609743,0.846626,3.30066,2.085886
3124,Latin America and Caribbean,2006,0.202081,0.929652,0.264436,4.608349,0.849773,3.271304,2.089135
3125,Latin America and Caribbean,2007,0.202453,0.930066,0.266744,4.602559,0.854645,3.211396,2.096133
3126,Latin America and Caribbean,2008,0.20288,0.93058,0.269306,4.594548,0.860046,3.139063,2.104359
3127,Latin America and Caribbean,2009,0.203275,0.931015,0.271856,4.586316,0.86485,3.072673,2.111224
3128,Latin America and Caribbean,2010,0.203554,0.931203,0.273947,4.579832,0.868346,3.031652,2.114193
3129,Latin America and Caribbean,2011,0.203751,0.93117,0.275736,4.57186,0.870368,3.010447,2.11396
3130,Latin America and Caribbean,2012,0.203958,0.931099,0.277684,4.558663,0.872571,2.99203,2.112906
3131,Latin America and Caribbean,2013,0.204178,0.931003,0.279664,4.541012,0.874953,2.976303,2.111086
3132,Latin America and Caribbean,2014,0.204407,0.930871,0.281654,4.519525,0.877434,2.963343,2.108649
3133,Latin America and Caribbean,2015,0.204643,0.93072,0.283628,4.494938,0.879798,2.954018,2.105678
3134,Latin America and Caribbean,2016,0.204877,0.930535,0.285574,4.467768,0.882183,2.948299,2.10213
3135,Latin America and Caribbean,2017,0.205103,0.930317,0.287486,4.438636,0.884335,2.946384,2.097731
3304,Low SDI,1990,0.21537,0.583572,0.09962,3.492476,0.514759,3.707441,1.334723
3305,Low SDI,1991,0.215244,0.583916,0.099232,3.490965,0.514289,3.722886,1.343282
3306,Low SDI,1992,0.215013,0.584481,0.098973,3.492296,0.517438,3.738661,1.35016
3307,Low SDI,1993,0.214845,0.584995,0.098712,3.494115,0.521036,3.751748,1.353884
3308,Low SDI,1994,0.21471,0.585278,0.098571,3.494011,0.522862,3.761517,1.356744
3309,Low SDI,1995,0.214477,0.585594,0.098524,3.4945,0.524462,3.768663,1.359322
3310,Low SDI,1996,0.214164,0.585939,0.098528,3.495124,0.527175,3.774374,1.362907
3311,Low SDI,1997,0.213778,0.586294,0.098698,3.495648,0.530734,3.780693,1.368723
3312,Low SDI,1998,0.213425,0.58661,0.098893,3.496114,0.534662,3.787433,1.374231
3313,Low SDI,1999,0.213151,0.58682,0.099274,3.496102,0.536733,3.792945,1.378601
3314,Low SDI,2000,0.212965,0.587009,0.099652,3.497135,0.537473,3.796839,1.379847
3315,Low SDI,2001,0.212848,0.587245,0.100222,3.500099,0.537672,3.801708,1.377809
3316,Low SDI,2002,0.212741,0.587647,0.100759,3.50597,0.539895,3.809814,1.373788
3317,Low SDI,2003,0.212671,0.588081,0.101455,3.512576,0.542908,3.818569,1.369278
3318,Low SDI,2004,0.212656,0.588421,0.102156,3.517775,0.544744,3.82425,1.365622
3319,Low SDI,2005,0.21262,0.588798,0.102958,3.522287,0.54725,3.826093,1.363282
3320,Low SDI,2006,0.212631,0.589137,0.103875,3.522379,0.548797,3.803499,1.354953
3321,Low SDI,2007,0.212706,0.589552,0.105025,3.518942,0.55057,3.75217,1.336053
3322,Low SDI,2008,0.212784,0.590072,0.106326,3.51508,0.553313,3.691784,1.312886
3323,Low SDI,2009,0.212841,0.590558,0.107734,3.512018,0.555909,3.640829,1.292341
3324,Low SDI,2010,0.212826,0.59099,0.109158,3.512378,0.558583,3.619842,1.280411
3325,Low SDI,2011,0.212708,0.591406,0.110542,3.515536,0.561338,3.619885,1.27523
3326,Low SDI,2012,0.212512,0.591852,0.11214,3.519039,0.564444,3.619497,1.270908
3327,Low SDI,2013,0.212253,0.592327,0.113883,3.522969,0.568074,3.61843,1.26719
3328,Low SDI,2014,0.211956,0.592799,0.115793,3.526939,0.5714,3.617316,1.264453
3329,Low SDI,2015,0.211617,0.593265,0.117784,3.530809,0.574529,3.616471,1.263113
3330,Low SDI,2016,0.211215,0.593789,0.119906,3.535258,0.577892,3.616096,1.26333
3331,Low SDI,2017,0.210762,0.594374,0.122071,3.540415,0.581596,3.616999,1.265128
3332,Low-middle SDI,1990,0.232099,0.5933,0.118417,3.57404,0.691031,3.754734,1.322809
3333,Low-middle SDI,1991,0.232072,0.593931,0.118533,3.574745,0.692903,3.779557,1.329786
3334,Low-middle SDI,1992,0.231997,0.594654,0.118736,3.576755,0.695766,3.802077,1.336479
3335,Low-middle SDI,1993,0.231929,0.595318,0.119102,3.577893,0.698366,3.820474,1.343077
3336,Low-middle SDI,1994,0.231845,0.595954,0.119523,3.578877,0.700362,3.833483,1.348727
3337,Low-middle SDI,1995,0.231736,0.596559,0.120112,3.579616,0.701807,3.840012,1.352745
3338,Low-middle SDI,1996,0.231598,0.597173,0.120862,3.58139,0.703992,3.845541,1.359187
3339,Low-middle SDI,1997,0.231439,0.597805,0.121876,3.585021,0.706909,3.854001,1.37015
3340,Low-middle SDI,1998,0.231272,0.598397,0.12299,3.589451,0.709889,3.863318,1.382342
3341,Low-middle SDI,1999,0.231103,0.598955,0.124228,3.594197,0.711856,3.870891,1.392602
3342,Low-middle SDI,2000,0.230933,0.599491,0.125385,3.598521,0.711461,3.874469,1.397732
3343,Low-middle SDI,2001,0.230829,0.600069,0.126644,3.603048,0.709252,3.877117,1.39814
3344,Low-middle SDI,2002,0.230831,0.600722,0.128149,3.608282,0.706497,3.881795,1.396927
3345,Low-middle SDI,2003,0.230897,0.601422,0.129752,3.613582,0.70314,3.886278,1.394861
3346,Low-middle SDI,2004,0.230962,0.602152,0.131547,3.618865,0.700501,3.889273,1.39253
3347,Low-middle SDI,2005,0.230983,0.602807,0.133293,3.622626,0.698337,3.888824,1.390908
3348,Low-middle SDI,2006,0.231037,0.603454,0.135246,3.625317,0.697614,3.865186,1.382291
3349,Low-middle SDI,2007,0.231181,0.604239,0.137475,3.629081,0.700001,3.813357,1.362531
3350,Low-middle SDI,2008,0.231351,0.605099,0.140014,3.63333,0.704028,3.75187,1.338429
3351,Low-middle SDI,2009,0.231491,0.605954,0.142486,3.637169,0.70842,3.699009,1.316771
3352,Low-middle SDI,2010,0.231522,0.606723,0.14477,3.640068,0.711994,3.673509,1.30399
3353,Low-middle SDI,2011,0.231419,0.607459,0.14699,3.642303,0.714966,3.667883,1.297742
3354,Low-middle SDI,2012,0.231235,0.608231,0.149278,3.644238,0.717984,3.662054,1.291724
3355,Low-middle SDI,2013,0.230989,0.609007,0.151699,3.645526,0.720414,3.655466,1.286304
3356,Low-middle SDI,2014,0.230688,0.609802,0.154017,3.646228,0.722446,3.649061,1.281669
3357,Low-middle SDI,2015,0.23033,0.610615,0.156423,3.646394,0.724233,3.642477,1.277965
3358,Low-middle SDI,2016,0.229915,0.611454,0.158711,3.646258,0.725702,3.636312,1.275253
3359,Low-middle SDI,2017,0.229452,0.612316,0.161039,3.645971,0.727076,3.63161,1.273662
3724,Middle SDI,1990,0.257978,0.505895,0.124954,3.29296,0.892063,3.300845,1.12296
3725,Middle SDI,1991,0.258211,0.50746,0.126034,3.294412,0.897009,3.307106,1.136268
3726,Middle SDI,1992,0.25843,0.509204,0.127181,3.296732,0.900617,3.311477,1.14984
3727,Middle SDI,1993,0.258628,0.510996,0.12833,3.299628,0.902939,3.313273,1.162858
3728,Middle SDI,1994,0.258768,0.512797,0.129644,3.303089,0.903898,3.312778,1.174804
3729,Middle SDI,1995,0.258806,0.514636,0.13099,3.307194,0.903272,3.308847,1.184809
3730,Middle SDI,1996,0.258823,0.516395,0.132541,3.318815,0.900765,3.302319,1.19674
3731,Middle SDI,1997,0.258887,0.518015,0.134191,3.340553,0.89613,3.295264,1.212563
3732,Middle SDI,1998,0.258959,0.519472,0.135985,3.365554,0.890189,3.287543,1.228866
3733,Middle SDI,1999,0.259005,0.52078,0.137851,3.387463,0.883123,3.280745,1.242233
3734,Middle SDI,2000,0.258971,0.522026,0.139575,3.399744,0.87553,3.274661,1.249286
3735,Middle SDI,2001,0.258947,0.523264,0.141317,3.401529,0.866948,3.271535,1.250209
3736,Middle SDI,2002,0.259019,0.524547,0.143334,3.39823,0.857534,3.271015,1.24832
3737,Middle SDI,2003,0.259146,0.525931,0.145433,3.392401,0.848222,3.271931,1.245381
3738,Middle SDI,2004,0.259259,0.527396,0.147609,3.38678,0.83977,3.272996,1.243199
3739,Middle SDI,2005,0.259252,0.528891,0.149744,3.3839,0.833308,3.271162,1.243186
3740,Middle SDI,2006,0.259237,0.530446,0.152041,3.382055,0.828208,3.261974,1.245239
3741,Middle SDI,2007,0.259354,0.53202,0.154678,3.378035,0.823418,3.244631,1.247872
3742,Middle SDI,2008,0.259525,0.533615,0.157503,3.373095,0.819317,3.22418,1.250268
3743,Middle SDI,2009,0.259671,0.535324,0.160384,3.369057,0.817052,3.206224,1.251659
3744,Middle SDI,2010,0.259735,0.537008,0.163181,3.366229,0.816516,3.195954,1.251646
3745,Middle SDI,2011,0.259769,0.538597,0.165905,3.363499,0.817307,3.19223,1.250901
3746,Middle SDI,2012,0.259842,0.54011,0.168761,3.359578,0.818771,3.18847,1.250148
3747,Middle SDI,2013,0.259923,0.541672,0.171834,3.355515,0.821044,3.185119,1.249178
3748,Middle SDI,2014,0.259997,0.543342,0.174989,3.351755,0.824338,3.182369,1.24785
3749,Middle SDI,2015,0.260042,0.545033,0.178082,3.348,0.828643,3.179851,1.246061
3750,Middle SDI,2016,0.260077,0.54677,0.181277,3.344933,0.834179,3.178343,1.243884
3751,Middle SDI,2017,0.260102,0.54853,0.184486,3.342456,0.840859,3.177827,1.241516
4116,North Africa and Middle East,1990,0.19078,0.784662,0.173637,4.876891,1.351526,3.944411,0.662368
4117,North Africa and Middle East,1991,0.19076,0.785004,0.173391,4.8745,1.364436,3.949884,0.662577
4118,North Africa and Middle East,1992,0.190656,0.784638,0.173023,4.864501,1.377408,3.950518,0.662282
4119,North Africa and Middle East,1993,0.190585,0.784467,0.172876,4.859532,1.391323,3.952666,0.662
4120,North Africa and Middle East,1994,0.190622,0.784682,0.173144,4.860479,1.404863,3.955509,0.661862
4121,North Africa and Middle East,1995,0.190691,0.784911,0.173713,4.862838,1.418295,3.957493,0.661761
4122,North Africa and Middle East,1996,0.190827,0.785172,0.175182,4.86428,1.433136,3.958683,0.661628
4123,North Africa and Middle East,1997,0.191047,0.78549,0.177056,4.863603,1.449173,3.960002,0.661347
4124,North Africa and Middle East,1998,0.191316,0.785868,0.179297,4.863303,1.465793,3.96102,0.660931
4125,North Africa and Middle East,1999,0.191606,0.78634,0.181605,4.865105,1.48033,3.96303,0.660365
4126,North Africa and Middle East,2000,0.191835,0.786719,0.183293,4.869897,1.49155,3.965118,0.659583
4127,North Africa and Middle East,2001,0.19209,0.787046,0.184643,4.878227,1.503559,3.970088,0.658077
4128,North Africa and Middle East,2002,0.192415,0.787327,0.186094,4.888325,1.519033,3.97816,0.655726
4129,North Africa and Middle East,2003,0.192781,0.787686,0.187554,4.900313,1.536613,3.98762,0.653084
4130,North Africa and Middle East,2004,0.193139,0.788085,0.189216,4.910946,1.55195,3.99438,0.650668
4131,North Africa and Middle East,2005,0.193375,0.788482,0.190772,4.917258,1.56137,3.995335,0.648993
4132,North Africa and Middle East,2006,0.193604,0.789094,0.192823,4.92864,1.574164,3.990885,0.649097
4133,North Africa and Middle East,2007,0.193916,0.789552,0.195699,4.94664,1.602306,3.982045,0.651336
4134,North Africa and Middle East,2008,0.194226,0.789814,0.198842,4.966172,1.637206,3.971026,0.654435
